
Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2017,Italy,Stateless,"Refugees (incl. refugee-like situations)",19
2017,Italy,Stateless,"Stateless persons",715
2017,Italy,Various/Unknown,"Refugees (incl. refugee-like situations)",1353
2017,Italy,Yemen,Asylum-seekers,42
2017,Italy,Yemen,"Refugees (incl. refugee-like situations)",113
2017,Italy,"South Africa","Refugees (incl. refugee-like situations)",8
2017,Italy,Zimbabwe,Asylum-seekers,11
2017,Italy,Zimbabwe,"Refugees (incl. refugee-like situations)",24
2017,Jamaica,Bangladesh,Asylum-seekers,1
2017,Jamaica,Cuba,Asylum-seekers,8
2017,Jamaica,Cuba,"Refugees (incl. refugee-like situations)",1
2017,Jamaica,Haiti,"Refugees (incl. refugee-like situations)",8
2017,Jamaica,Jordan,"Refugees (incl. refugee-like situations)",1
2017,Jamaica,"Sierra Leone","Refugees (incl. refugee-like situations)",1
2017,Jamaica,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",4
2017,Jordan,Afghanistan,Asylum-seekers,9
2017,Jordan,Afghanistan,"Refugees (incl. refugee-like situations)",8
2017,Jordan,"United Arab Emirates",Asylum-seekers,2
2017,Jordan,"Burkina Faso",Asylum-seekers,3
2017,Jordan,Bangladesh,Asylum-seekers,8
2017,Jordan,"Bosnia and Herzegovina","Refugees (incl. refugee-like situations)",10
2017,Jordan,Belarus,Asylum-seekers,1
2017,Jordan,Brazil,Asylum-seekers,1
2017,Jordan,"Central African Rep.",Asylum-seekers,1
2017,Jordan,"Central African Rep.","Refugees (incl. refugee-like situations)",1
2017,Jordan,Cameroon,"Refugees (incl. refugee-like situations)",1
2017,Jordan,Congo,"Refugees (incl. refugee-like situations)",1
2017,Jordan,Algeria,Asylum-seekers,7
2017,Jordan,Algeria,"Refugees (incl. refugee-like situations)",3
2017,Jordan,Egypt,Asylum-seekers,564
2017,Jordan,Egypt,"Refugees (incl. refugee-like situations)",79
2017,Jordan,Eritrea,Asylum-seekers,16
2017,Jordan,Eritrea,"Refugees (incl. refugee-like situations)",25
2017,Jordan,Ethiopia,Asylum-seekers,42
2017,Jordan,Ethiopia,"Refugees (incl. refugee-like situations)",8
2017,Jordan,Ghana,Asylum-seekers,7
2017,Jordan,Indonesia,Asylum-seekers,3
2017,Jordan,Indonesia,"Refugees (incl. refugee-like situations)",1
2017,Jordan,India,Asylum-seekers,7
2017,Jordan,"Iran (Islamic Rep. of)",Asylum-seekers,4
2017,Jordan,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",7
2017,Jordan,Iraq,Asylum-seekers,31885
2017,Jordan,Iraq,"Refugees (incl. refugee-like situations)",34037
2017,Jordan,Israel,Asylum-seekers,2
2017,Jordan,Kazakhstan,Asylum-seekers,1
2017,Jordan,Kenya,Asylum-seekers,26
2017,Jordan,Kyrgyzstan,Asylum-seekers,2
2017,Jordan,Lebanon,Asylum-seekers,106
2017,Jordan,Lebanon,"Refugees (incl. refugee-like situations)",6
2017,Jordan,Liberia,Asylum-seekers,1
2017,Jordan,Libya,Asylum-seekers,183
2017,Jordan,Libya,"Refugees (incl. refugee-like situations)",27
2017,Jordan,"Sri Lanka",Asylum-seekers,9
2017,Jordan,"Sri Lanka","Refugees (incl. refugee-like situations)",5
2017,Jordan,Morocco,Asylum-seekers,15
2017,Jordan,Morocco,"Refugees (incl. refugee-like situations)",1
2017,Jordan,"Rep. of Moldova",Asylum-seekers,2
2017,Jordan,Mali,"Refugees (incl. refugee-like situations)",1
2017,Jordan,Myanmar,Asylum-seekers,2
2017,Jordan,Nigeria,Asylum-seekers,13
2017,Jordan,Oman,Asylum-seekers,1
2017,Jordan,Pakistan,Asylum-seekers,18
2017,Jordan,Pakistan,"Refugees (incl. refugee-like situations)",5
2017,Jordan,Philippines,Asylum-seekers,6
2017,Jordan,Philippines,"Refugees (incl. refugee-like situations)",1
2017,Jordan,"Russian Federation",Asylum-seekers,20
2017,Jordan,"Russian Federation","Refugees (incl. refugee-like situations)",25
2017,Jordan,"Saudi Arabia",Asylum-seekers,8
2017,Jordan,Sudan,Asylum-seekers,1469
2017,Jordan,Sudan,"Refugees (incl. refugee-like situations)",2567
2017,Jordan,Senegal,Asylum-seekers,3
2017,Jordan,Somalia,Asylum-seekers,163
2017,Jordan,Somalia,"Refugees (incl. refugee-like situations)",645
2017,Jordan,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,4
2017,Jordan,"South Sudan",Asylum-seekers,3
2017,Jordan,"South Sudan","Refugees (incl. refugee-like situations)",12
2017,Jordan,Suriname,Asylum-seekers,7
2017,Jordan,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",653031
2017,Jordan,Chad,Asylum-seekers,20
2017,Jordan,Tajikistan,Asylum-seekers,3
2017,Jordan,Tunisia,Asylum-seekers,20
2017,Jordan,Tunisia,"Refugees (incl. refugee-like situations)",8
2017,Jordan,Turkey,Asylum-seekers,8
2017,Jordan,Uganda,"Refugees (incl. refugee-like situations)",1
2017,Jordan,Ukraine,Asylum-seekers,17
2017,Jordan,Ukraine,"Refugees (incl. refugee-like situations)",2
2017,Jordan,Uzbekistan,Asylum-seekers,1
2017,Jordan,"Viet Nam",Asylum-seekers,1
2017,Jordan,Stateless,Asylum-seekers,169
2017,Jordan,Stateless,"Refugees (incl. refugee-like situations)",11
2017,Jordan,Yemen,Asylum-seekers,8951
2017,Jordan,Yemen,"Refugees (incl. refugee-like situations)",494
2017,Jordan,"South Africa",Asylum-seekers,4
2017,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",51
2017,Japan,Burundi,"Refugees (incl. refugee-like situations)",8
2017,Japan,Bangladesh,Asylum-seekers,1049
2017,Japan,Bangladesh,"Refugees (incl. refugee-like situations)",27
2017,Japan,China,Asylum-seekers,535
2017,Japan,China,"Refugees (incl. refugee-like situations)",69
2017,Japan,Cameroon,Asylum-seekers,218
2017,Japan,Cameroon,"Refugees (incl. refugee-like situations)",17
2017,Japan,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",7
2017,Japan,Ethiopia,"Refugees (incl. refugee-like situations)",23
2017,Japan,Ghana,Asylum-seekers,330
2017,Japan,Indonesia,Asylum-seekers,2613
2017,Japan,India,Asylum-seekers,1257
2017,Japan,"Iran (Islamic Rep. of)",Asylum-seekers,307
2017,Japan,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",17
2017,Japan,Iraq,"Refugees (incl. refugee-like situations)",13
2017,Japan,Cambodia,Asylum-seekers,1085
2017,Japan,"Sri Lanka",Asylum-seekers,3549
2017,Japan,"Sri Lanka","Refugees (incl. refugee-like situations)",59
2017,Japan,Myanmar,Asylum-seekers,2241
2017,Japan,Myanmar,"Refugees (incl. refugee-like situations)",1469
2017,Japan,Mongolia,Asylum-seekers,70
2017,Japan,Nigeria,Asylum-seekers,328
2017,Japan,Nepal,Asylum-seekers,4520
2017,Japan,Pakistan,Asylum-seekers,1017
2017,Japan,Pakistan,"Refugees (incl. refugee-like situations)",34
2017,Japan,Philippines,Asylum-seekers,5298
2017,Japan,Sudan,"Refugees (incl. refugee-like situations)",15
2017,Japan,Senegal,Asylum-seekers,141
2017,Japan,Somalia,"Refugees (incl. refugee-like situations)",5
2017,Japan,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",66
2017,Japan,Thailand,Asylum-seekers,52
2017,Japan,Tunisia,Asylum-seekers,155
2017,Japan,Turkey,Asylum-seekers,2949
2017,Japan,Turkey,"Refugees (incl. refugee-like situations)",39
2017,Japan,Uganda,Asylum-seekers,160
2017,Japan,"Viet Nam",Asylum-seekers,2490
2017,Japan,"Viet Nam","Refugees (incl. refugee-like situations)",2
2017,Japan,Stateless,"Refugees (incl. refugee-like situations)",9
2017,Japan,Stateless,"Stateless persons",585
2017,Japan,Various/Unknown,Asylum-seekers,840
2017,Japan,Various/Unknown,"Refugees (incl. refugee-like situations)",261
2017,Kazakhstan,Afghanistan,Asylum-seekers,164
2017,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",561
2017,Kazakhstan,Burundi,Asylum-seekers,1
2017,Kazakhstan,China,Asylum-seekers,6
2017,Kazakhstan,China,"Refugees (incl. refugee-like situations)",6
2017,Kazakhstan,Egypt,Asylum-seekers,1
2017,Kazakhstan,Ethiopia,"Refugees (incl. refugee-like situations)",1
2017,Kazakhstan,Kazakhstan,"Returned refugees",1
2017,Kazakhstan,Libya,Asylum-seekers,1
2017,Kazakhstan,Palestinian,"Refugees (incl. refugee-like situations)",2
2017,Kazakhstan,"Syrian Arab Rep.",Asylum-seekers,23
2017,Kazakhstan,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",17
2017,Kazakhstan,Turkmenistan,"Refugees (incl. refugee-like situations)",1
2017,Kazakhstan,Turkey,Asylum-seekers,12
2017,Kazakhstan,Turkey,"Refugees (incl. refugee-like situations)",1
2017,Kazakhstan,Uzbekistan,"Refugees (incl. refugee-like situations)",18
2017,Kazakhstan,Stateless,"Stateless persons",8138
2017,Kazakhstan,Yemen,Asylum-seekers,1
2017,Kazakhstan,Yemen,"Refugees (incl. refugee-like situations)",1
2017,Kenya,Afghanistan,Asylum-seekers,3
2017,Kenya,Afghanistan,"Refugees (incl. refugee-like situations)",8
2017,Kenya,Angola,Asylum-seekers,6
2017,Kenya,Angola,"Refugees (incl. refugee-like situations)",1
2017,Kenya,Burundi,Asylum-seekers,10926
2017,Kenya,Burundi,"Refugees (incl. refugee-like situations)",1902
2017,Kenya,"Burkina Faso",Asylum-seekers,1
2017,Kenya,"Central African Rep.",Asylum-seekers,6
2017,Kenya,"Côte d'Ivoire",Asylum-seekers,9
2017,Kenya,"Côte d'Ivoire","Refugees (incl. refugee-like situations)",2
2017,Kenya,Cameroon,Asylum-seekers,18
2017,Kenya,"Dem. Rep. of the Congo",Asylum-seekers,21769
2017,Kenya,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",13941
2017,Kenya,Congo,Asylum-seekers,109
2017,Kenya,Congo,"Refugees (incl. refugee-like situations)",26
2017,Kenya,Djibouti,Asylum-seekers,1
2017,Kenya,Djibouti,"Refugees (incl. refugee-like situations)",1
2017,Kenya,Egypt,Asylum-seekers,1
2017,Kenya,Egypt,"Refugees (incl. refugee-like situations)",1
2017,Kenya,Eritrea,Asylum-seekers,639
2017,Kenya,Eritrea,"Refugees (incl. refugee-like situations)",702
2017,Kenya,Ethiopia,Asylum-seekers,10007
2017,Kenya,Ethiopia,"Refugees (incl. refugee-like situations)",17873
2017,Kenya,Ghana,Asylum-seekers,1
2017,Kenya,Guinea,Asylum-seekers,2
2017,Kenya,India,Asylum-seekers,3
2017,Kenya,Iraq,"Refugees (incl. refugee-like situations)",4
2017,Kenya,Jamaica,Asylum-seekers,1
2017,Kenya,Liberia,Asylum-seekers,4
2017,Kenya,"Sri Lanka","Refugees (incl. refugee-like situations)",9
2017,Kenya,Mali,Asylum-seekers,1
2017,Kenya,Mozambique,"Refugees (incl. refugee-like situations)",7
2017,Kenya,Nigeria,Asylum-seekers,16
2017,Kenya,Nigeria,"Refugees (incl. refugee-like situations)",3
2017,Kenya,Pakistan,Asylum-seekers,3
2017,Kenya,Pakistan,"Refugees (incl. refugee-like situations)",9
2017,Kenya,Palestinian,"Refugees (incl. refugee-like situations)",1
2017,Kenya,Rwanda,Asylum-seekers,1066
2017,Kenya,Rwanda,"Refugees (incl. refugee-like situations)",576
2017,Kenya,"Saudi Arabia",Asylum-seekers,2
2017,Kenya,Sudan,Asylum-seekers,7086
2017,Kenya,Sudan,"Refugees (incl. refugee-like situations)",2922
2017,Kenya,Senegal,Asylum-seekers,1
2017,Kenya,"Sierra Leone","Refugees (incl. refugee-like situations)",4
2017,Kenya,Somalia,Asylum-seekers,2654
2017,Kenya,Somalia,"Refugees (incl. refugee-like situations)",281692
2017,Kenya,"South Sudan",Asylum-seekers,102
2017,Kenya,"South Sudan","Refugees (incl. refugee-like situations)",111510
2017,Kenya,"Syrian Arab Rep.",Asylum-seekers,7
2017,Kenya,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",2
2017,Kenya,Chad,Asylum-seekers,1
2017,Kenya,Turkey,Asylum-seekers,12
2017,Kenya,"United Rep. of Tanzania",Asylum-seekers,28
2017,Kenya,"United Rep. of Tanzania","Refugees (incl. refugee-like situations)",9
2017,Kenya,Uganda,Asylum-seekers,1856
2017,Kenya,Uganda,"Refugees (incl. refugee-like situations)",626
2017,Kenya,Stateless,"Stateless persons",18500
2017,Kenya,Yemen,Asylum-seekers,157
2017,Kenya,Yemen,"Refugees (incl. refugee-like situations)",68
2017,Kenya,"South Africa",Asylum-seekers,1
2017,Kenya,Zimbabwe,Asylum-seekers,15
2017,Kenya,Zimbabwe,"Refugees (incl. refugee-like situations)",2
2017,Kyrgyzstan,Afghanistan,Asylum-seekers,46
2017,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",236
2017,Kyrgyzstan,China,"Others of concern",1
2017,Kyrgyzstan,Ethiopia,"Refugees (incl. refugee-like situations)",1
2017,Kyrgyzstan,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",2
2017,Kyrgyzstan,Iraq,Asylum-seekers,3
2017,Kyrgyzstan,Morocco,"Refugees (incl. refugee-like situations)",1
2017,Kyrgyzstan,"Dem. People's Rep. of Korea","Refugees (incl. refugee-like situations)",1
2017,Kyrgyzstan,"Syrian Arab Rep.",Asylum-seekers,12
2017,Kyrgyzstan,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",69
2017,Kyrgyzstan,Tajikistan,Asylum-seekers,4
2017,Kyrgyzstan,Turkmenistan,"Refugees (incl. refugee-like situations)",2
2017,Kyrgyzstan,Turkey,Asylum-seekers,13
2017,Kyrgyzstan,Ukraine,Asylum-seekers,9
2017,Kyrgyzstan,Ukraine,"Refugees (incl. refugee-like situations)",17
2017,Kyrgyzstan,Uzbekistan,Asylum-seekers,16
2017,Kyrgyzstan,Uzbekistan,"Refugees (incl. refugee-like situations)",12
2017,Kyrgyzstan,Stateless,Asylum-seekers,2
2017,Kyrgyzstan,Stateless,"Stateless persons",855
2017,Cambodia,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",1
2017,Cambodia,Eritrea,Asylum-seekers,1
2017,Cambodia,Ethiopia,"Refugees (incl. refugee-like situations)",1
2017,Cambodia,Iraq,Asylum-seekers,1
2017,Cambodia,"Sri Lanka",Asylum-seekers,1
2017,Cambodia,"Sri Lanka","Refugees (incl. refugee-like situations)",5
2017,Cambodia,Myanmar,Asylum-seekers,3
2017,Cambodia,Myanmar,"Refugees (incl. refugee-like situations)",19
2017,Cambodia,Pakistan,Asylum-seekers,1
2017,Cambodia,Pakistan,"Refugees (incl. refugee-like situations)",5
2017,Cambodia,Sudan,"Refugees (incl. refugee-like situations)",1
2017,Cambodia,Somalia,"Refugees (incl. refugee-like situations)",1
2017,Cambodia,"Syrian Arab Rep.",Asylum-seekers,1
2017,Cambodia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",2
2017,Cambodia,Thailand,Asylum-seekers,8
2017,Cambodia,"Viet Nam",Asylum-seekers,31
2017,Cambodia,"Viet Nam","Refugees (incl. refugee-like situations)",32
2017,"Saint Kitts and Nevis",Cuba,Asylum-seekers,5
2017,"Rep. of Korea",Afghanistan,Asylum-seekers,7
2017,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",37
2017,"Rep. of Korea",Angola,Asylum-seekers,30
2017,"Rep. of Korea",Angola,"Refugees (incl. refugee-like situations)",3
2017,"Rep. of Korea",Albania,Asylum-seekers,1
2017,"Rep. of Korea",Armenia,Asylum-seekers,1
2017,"Rep. of Korea",Armenia,"Refugees (incl. refugee-like situations)",2
2017,"Rep. of Korea",Azerbaijan,Asylum-seekers,1
2017,"Rep. of Korea",Burundi,Asylum-seekers,10
2017,"Rep. of Korea",Burundi,"Refugees (incl. refugee-like situations)",18
2017,"Rep. of Korea",Benin,Asylum-seekers,2
2017,"Rep. of Korea","Burkina Faso",Asylum-seekers,18
2017,"Rep. of Korea",Bangladesh,Asylum-seekers,413
2017,"Rep. of Korea",Bangladesh,"Refugees (incl. refugee-like situations)",98
2017,"Rep. of Korea",Bulgaria,Asylum-seekers,1
2017,"Rep. of Korea","Bosnia and Herzegovina",Asylum-seekers,3
2017,"Rep. of Korea",Brazil,Asylum-seekers,1
2017,"Rep. of Korea",China,Asylum-seekers,1119
2017,"Rep. of Korea",China,"Refugees (incl. refugee-like situations)",39
2017,"Rep. of Korea","Côte d'Ivoire",Asylum-seekers,28
2017,"Rep. of Korea","Côte d'Ivoire","Refugees (incl. refugee-like situations)",30
2017,"Rep. of Korea",Cameroon,Asylum-seekers,135
2017,"Rep. of Korea",Cameroon,"Refugees (incl. refugee-like situations)",18
2017,"Rep. of Korea","Dem. Rep. of the Congo",Asylum-seekers,17
2017,"Rep. of Korea","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",49
2017,"Rep. of Korea",Congo,"Refugees (incl. refugee-like situations)",1
2017,"Rep. of Korea",Colombia,Asylum-seekers,2
2017,"Rep. of Korea",Algeria,Asylum-seekers,47
2017,"Rep. of Korea",Algeria,"Refugees (incl. refugee-like situations)",5
2017,"Rep. of Korea",Ecuador,Asylum-seekers,3
2017,"Rep. of Korea",Egypt,Asylum-seekers,635
2017,"Rep. of Korea",Egypt,"Refugees (incl. refugee-like situations)",19
2017,"Rep. of Korea",Eritrea,Asylum-seekers,5
2017,"Rep. of Korea",Eritrea,"Refugees (incl. refugee-like situations)",4
2017,"Rep. of Korea",Ethiopia,Asylum-seekers,121
2017,"Rep. of Korea",Ethiopia,"Refugees (incl. refugee-like situations)",130
2017,"Rep. of Korea",Gabon,Asylum-seekers,5
2017,"Rep. of Korea",Ghana,Asylum-seekers,145
2017,"Rep. of Korea",Ghana,"Refugees (incl. refugee-like situations)",6
2017,"Rep. of Korea",Guinea,Asylum-seekers,85
2017,"Rep. of Korea",Gambia,Asylum-seekers,51
2017,"Rep. of Korea",Gambia,"Refugees (incl. refugee-like situations)",1
2017,"Rep. of Korea",Guinea-Bissau,Asylum-seekers,7
2017,"Rep. of Korea",Honduras,Asylum-seekers,1
2017,"Rep. of Korea",Haiti,Asylum-seekers,3
2017,"Rep. of Korea",Hungary,Asylum-seekers,1
2017,"Rep. of Korea",Indonesia,Asylum-seekers,9
2017,"Rep. of Korea",India,Asylum-seekers,720
2017,"Rep. of Korea","Iran (Islamic Rep. of)",Asylum-seekers,54
2017,"Rep. of Korea","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",48
2017,"Rep. of Korea",Iraq,Asylum-seekers,23
2017,"Rep. of Korea",Iraq,"Refugees (incl. refugee-like situations)",27
2017,"Rep. of Korea",Jordan,Asylum-seekers,16
2017,"Rep. of Korea",Jordan,"Refugees (incl. refugee-like situations)",2
2017,"Rep. of Korea",Kazakhstan,Asylum-seekers,1152
2017,"Rep. of Korea",Kazakhstan,"Refugees (incl. refugee-like situations)",3
2017,"Rep. of Korea",Kenya,Asylum-seekers,26
2017,"Rep. of Korea",Kenya,"Refugees (incl. refugee-like situations)",5
2017,"Rep. of Korea",Kyrgyzstan,Asylum-seekers,83
2017,"Rep. of Korea",Kyrgyzstan,"Refugees (incl. refugee-like situations)",2
2017,"Rep. of Korea",Cambodia,Asylum-seekers,11
2017,"Rep. of Korea",Cambodia,"Refugees (incl. refugee-like situations)",1
2017,"Rep. of Korea",Liberia,Asylum-seekers,176
2017,"Rep. of Korea",Liberia,"Refugees (incl. refugee-like situations)",9
2017,"Rep. of Korea",Libya,Asylum-seekers,6
2017,"Rep. of Korea",Libya,"Refugees (incl. refugee-like situations)",5
2017,"Rep. of Korea","Sri Lanka",Asylum-seekers,115
2017,"Rep. of Korea","Sri Lanka","Refugees (incl. refugee-like situations)",8
2017,"Rep. of Korea",Morocco,Asylum-seekers,144
2017,"Rep. of Korea",Morocco,"Refugees (incl. refugee-like situations)",3
2017,"Rep. of Korea",Mexico,Asylum-seekers,1
2017,"Rep. of Korea",Mexico,"Refugees (incl. refugee-like situations)",1
2017,"Rep. of Korea",Mali,Asylum-seekers,64
2017,"Rep. of Korea",Mali,"Refugees (incl. refugee-like situations)",6
2017,"Rep. of Korea",Myanmar,Asylum-seekers,12
2017,"Rep. of Korea",Myanmar,"Refugees (incl. refugee-like situations)",292
2017,"Rep. of Korea",Mongolia,Asylum-seekers,159
2017,"Rep. of Korea",Mozambique,Asylum-seekers,7
2017,"Rep. of Korea",Mauritania,Asylum-seekers,1
2017,"Rep. of Korea",Mauritius,Asylum-seekers,3
2017,"Rep. of Korea",Malaysia,Asylum-seekers,451
2017,"Rep. of Korea",Niger,Asylum-seekers,1
2017,"Rep. of Korea",Niger,"Refugees (incl. refugee-like situations)",1
2017,"Rep. of Korea",Nigeria,Asylum-seekers,431
2017,"Rep. of Korea",Nigeria,"Refugees (incl. refugee-like situations)",10
2017,"Rep. of Korea",Nicaragua,Asylum-seekers,1
2017,"Rep. of Korea",Nepal,Asylum-seekers,135
2017,"Rep. of Korea",Nepal,"Refugees (incl. refugee-like situations)",5
2017,"Rep. of Korea",Pakistan,Asylum-seekers,805
2017,"Rep. of Korea",Pakistan,"Refugees (incl. refugee-like situations)",86
2017,"Rep. of Korea",Peru,Asylum-seekers,2
2017,"Rep. of Korea",Philippines,Asylum-seekers,255
2017,"Rep. of Korea",Palestinian,Asylum-seekers,1
2017,"Rep. of Korea",Palestinian,"Refugees (incl. refugee-like situations)",5
2017,"Rep. of Korea","Russian Federation",Asylum-seekers,618
2017,"Rep. of Korea","Russian Federation","Refugees (incl. refugee-like situations)",13
2017,"Rep. of Korea",Rwanda,Asylum-seekers,3
2017,"Rep. of Korea",Rwanda,"Refugees (incl. refugee-like situations)",2
2017,"Rep. of Korea","Saudi Arabia",Asylum-seekers,1
2017,"Rep. of Korea","Saudi Arabia","Refugees (incl. refugee-like situations)",1
2017,"Rep. of Korea",Sudan,Asylum-seekers,36
2017,"Rep. of Korea",Sudan,"Refugees (incl. refugee-like situations)",12
2017,"Rep. of Korea",Senegal,Asylum-seekers,168
2017,"Rep. of Korea","Sierra Leone",Asylum-seekers,3
2017,"Rep. of Korea","El Salvador",Asylum-seekers,1
